#,Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
247,Manazel AlZaereen,فندق منازل الزائرين الفندقية,Makkah,10007670,1-Star,Active,239364
248,Anwar Al Deafah,أنوار ضيافة الفندقية,Makkah,10007665,1-Star,Active,213712
249,Company ZOHRA ALMADAIN Hotel,شركة زهرة المدائن الفندقية شركة شخص واحد,Makkah,10007664,1-Star,Active,239319
250,KNOWS OUMAR HOTEL,فندق كنوز عمر الفندقية,Makkah,10007663,1-Star,Active,220178
251,ALNUZHA PLUS HOTEL,فندق النزهة بلس الفندقية,Makkah,10007662,1-Star,Active,289375
252,Mercure Hibatullah Hotel,فندق هبة الله ميركيور الفندقية,Makkah,10007675,3-Star,Active,218075
253,Al wissam hotel Apartmets,مؤسسة منازل الوسام الفندقية,Makkah,10007683,1-Star,Active,220980
254,Al Safwa Hotel Towers,فندق أبراج الصفوة الفندقية,Makkah,10007681,1-Star,Active,219787
255,Durrat Taiba Limited Company,شركة درة طيبة المحدودة شركة شخص واحد,Makkah,10007988,1-Star,Active,222095
256,Sama Al Maqam Hotel,فندق سما المقام الفندقية,Makkah,10008013,1-Star,Active,239275
257,burg safat,فندق برج صافات للخدمات الفندقيه,Makkah,10008012,1-Star,Active,239396
258,Owais United Hotel Services Company,شركة أويس المتحدة للخدمات الفندقيه,Makkah,10008007,1-Star,Active,241390
259,HOTEL RASHID AL FADHI HOTEL,فندق رشيد الفضي الفندقية,Makkah,10008004,1-Star,Active,239459
260,SAFWAT ALTALAAYIE HOTEL,شركة صفوة الطلائع للضيافة السياحي,Makkah,10008020,1-Star,Active,218171
261,Yousuf Abdul Majeed Ali Al Ahmadi Establishment,مؤسسة يوسف عبدالمجيد بن علي الاحمدي الفندقية,Makkah,10008025,1-Star,Active,220359
262,Kairouan MECHAAR Hotel,فندق قيروان المشاعر للخدمات الفندقية,Makkah,10008034,1-Star,Active,242855
263,alolayan alharam hotel,فندق العليان الحرم الفندقية,Makkah,10002405,1-Star,Active,219056
264,MANAR AL TAQWA HOTEL,فندق منار التقوى الفندقية,Makkah,10007679,1-Star,Active,221108
265,RAWABI MINA HOTEL,فندق روابي منى الفندقية,Makkah,10007676,1-Star,Active,253968
266,JOURY ALHADA HOTEL,شركة جوري الهدا للخدمات الفندقيه,Makkah,10007688,1-Star,Active,241413
267,Hotel NAJMA MECHAAR Hotel,فندق نجمة المشاعر الفندقية,Makkah,10007687,1-Star,Active,292589
268,WINNER INN COMPANY,شركة وينر إن,Makkah,10007694,1-Star,Active,207960
269,Sama AL Deafah Hotel,فندق سما الضيافه الفندقية,Makkah,10007693,1-Star,Active,231965
270,Sharia Hotel,فندق الشريعه الفندقية,Makkah,10007690,1-Star,Active,219278
271,DURRAT ALSAADA HOTEL,فندق درة السعادة للايواء السياحي,Makkah,10007696,1-Star,Active,290235
272,Alabraj Hafawa Hotel Company,شركة الابراج حفاوة الفندقية,Makkah,10007695,1-Star,Active,272455
273,Tara Sedqi Hotel,فندق تارا صدقي الفندقية,Makkah,10008037,1-Star,Active,100929
274,Company QUMA ATLAS THLATHA For Hotel Services,شركة القمة أطلس ثلاثة للخدمات الفندقيه,Makkah,10008045,1-Star,Active,244327
275,Snaf Inn Hotel,فندق سناف إن فرع شركة سناف السعوديه للإستثمار التجاري والتنميه المحدوده,Makkah,10008042,Unclassified/Other,Active,246970
276,Bait al-Hajeej Hotel,فندق بيت الحجيج,Makkah,10008055,1-Star,Active,271678
277,Rowaa Alaziza Hotel,فندق رواء العزيزية للضيافة السياحي,Makkah,10008054,1-Star,Active,218232
278,emaar altaqwa hotel,فندق اعمار التقوى الفندقيه,Makkah,10008063,1-Star,Active,239119
279,Concrete alsahab Company,شركة كون كريت السحاب للخدمات الفندقيه شخص واحد,Makkah,10007705,1-Star,Active,240030
280,FANDAK RAZON AL-MISK (One Partner),شركة فندق رزون المسك للضيافة السياحي,Makkah,10007704,1-Star,Active,218706
281,MAKARIM ALMASHAAIR HOTEL,فندق مكارم المشاعر الفندقية,Makkah,10007703,1-Star,Active,244497
282,Al Azhar AlNozh Hotel,فندق الازهر النزهة الفندقية,Makkah,10007702,1-Star,Active,218509
283,Amar Al-Sabaa Hotel,فندق امار السابعة الفندقية,Makkah,10007719,3-Star,Active,209205
284,Raed Mohammed Abdel Rahman Hotel Manager,فندق رشاد محمد عبدالرحمن نقيب الفندقية,Makkah,10008072,1-Star,Active,254103
285,Diouf ALtawhid Company,شركة ضيوف التوحيد المحدودة,Makkah,10008067,1-Star,Active,271460
286,Pearl Al Noor Hotel,فندق لؤلؤة النوير الفندقية,Makkah,10008083,1-Star,Active,219750
287,dar alhamd hotel,شركة العطلات الاقتصاديه لتنظيم الرحلات,Makkah,10008079,1-Star,Active,218569
288,AlAlaa Company Limited,شركة العلاء المحدودة,Makkah,10008090,1-Star,Active,292892
289,ZAZA HOTEL,فندق ظاظا الفندقية,Makkah,10008095,1-Star,Active,254920
290,AL DIWAN AJIAD  HOTEL,فندق الديوان اجياد للخدمات الفندقيه شخص واحد,Makkah,10008094,1-Star,Active,240186
291,Mahd Al-Risalah Hotel Company,شركة مهد الرسالة الفندقية,Makkah,10007716,1-Star,Active,230515
292,AL FANAR AL AZIZIA HOTEL,شركة الفنار العزيزية الفندقية,Makkah,10007713,1-Star,Active,292458
293,HOTEL NAJMAT ALABRAR,فندق نجمة الابرار الفندقية,Makkah,10007723,1-Star,Active,288855
294,Lima Silver Hotel,فندق ليمة الفضية الفندقية,Makkah,10007721,1-Star,Active,293579
295,Makkah Concorde Hotel,فندق مكة كونكورد الفندقية,Makkah,10007732,1-Star,Active,241148
296,Al Asalah Hotel Houses Corporation,مؤسسة منازل الأصاله الفندقية,Makkah,10007727,1-Star,Active,220648
297,al rifaa al omrani compani,شركة فيفيان للخدمات الفندقية,Makkah,10008109,1-Star,Active,219528
298,ALBURAQ ALMASSY HOTEL,فندق البراق الماسي الفندقية,Makkah,10007753,1-Star,Active,237490
299,Emaar Furom,فندق اعمار فورم الفندقية,Makkah,10007752,1-Star,Active,218140
300,Burj Alrayan Ethnan,فندق برج الريان أثنان الفندقية,Makkah,10007751,1-Star,Active,220570
301,Naseem alhadigah hotel,فندق نسيم الحديقة,Makkah,10007747,1-Star,Active,219173
302,Ajnadin Tourist Hospitality Hotel,فندق أجنادين للضيافة السياحي,Makkah,10007746,1-Star,Active,292345
303,Najamat Ajyad Hotel,فندق نجمة أجياد الفندقية,Makkah,10007745,1-Star,Active,258836
304,Gulf Sands Tourist Hostel Corporation,مؤسسة رمال الخليج للنزل السياحيه,Makkah,10007744,1-Star,Active,290475
305,Jiwar Al bait hotel,فندق جوار البيت الفندقية,Makkah,10007742,1-Star,Active,255563
306,Retaj Al Hayat Hospitality Tourist Hotel,فندق رتاج الحياة للضيافة السياحي,Makkah,10007741,1-Star,Active,254922
307,Tawfiq Blaza Hotel,فندق توفيق بلازا للضيافة السياحي,Makkah,10007757,1-Star,Active,209382
308,wardat tulen hotel,فندق وردة تولين الفندقية,Makkah,10007603,1-Star,Active,218296
309,Karmak Hotel,فندق كرمك الفندقية,Makkah,10007669,1-Star,Active,244298
310,Hieba Hejrah Hotel,فندق هبة الهجرة ستة الفندقية,Makkah,10007653,1-Star,Active,246531
311,BURJ RAWDAK HOTEL,فندق برج رودك الفندقية,Makkah,10007634,1-Star,Active,244519
312,rayhanat almakan Company,شركة ريحانة المكان,Makkah,10007771,1-Star,Active,259458
313,Company Saja Almasafi Hotel,شركة سجى المصافي للخدمات الفندقيه,Makkah,10007767,1-Star,Active,254935
314,HASSAD AL MASHAER HOTEL,فندق حصاد المشاعر الفندقية,Makkah,10007766,1-Star,Active,244326
315,Al Fajr Al Badi Arbaa Hotel Services Company,شركة الفجر البديع اربعة للخدمات الفندقيه,Makkah,10007765,1-Star,Active,7501
316,MASARAT AL SAMAH HOTEL,فندق مسارات السماح الفندقية,Makkah,10007763,1-Star,Active,239441
317,Address Ajyad Hotel company,شركة العنوان اجياد الفندقية شخص واحد,Makkah,10008129,1-Star,Active,225276
318,sari altalaayie hotel,شركة ساري الطلائع للضيافة السياحي,Makkah,10008121,1-Star,Active,219122
319,Al Rayyan Towers Makkah Hotel,فندق ابراج الريان المكية,Makkah,10008119,Unclassified/Other,Active,226180
320,Al Refa  Al Aziziah Hotel,فندق الرفاع العزيزية,Makkah,10008136,1-Star,Active,271936
321,QASR ALAZIZIZH HOTEL,فندق قصر العزيزية الفندقية,Makkah,10008149,1-Star,Active,230573
322,dar alsalah hotel,شركة العطلات الاقتصاديه لتنظيم الرحلات,Makkah,10008145,1-Star,Active,218010
323,Al-Wafada Al-Raqiyya Serviced Apartments,شقق الوفادة الراقية للشقق المخدومة,Makkah,10008142,2-Star,Active,218214
324,Musk Oasis Hotel,فندق واحة المسك,Makkah,10007784,1-Star,Active,242808
325,Snood Al Baraka Hotel,شركة سنود البركة للخدمات الفندقيه,Makkah,10007782,1-Star,Active,259456
326,MASARAT AL MASA HOTEL,فندق مسارات الماسة الفندقية,Makkah,10007781,1-Star,Active,239375
327,WARDAH NAAMAN For Hotel Services,فندق ورده نعمان للخدمات الفندقيه,Makkah,10007778,1-Star,Active,218290
328,Ashraqt Hotel,شركة اشرقت الفندقية,Makkah,10007793,1-Star,Active,239461
329,Company ZOHRA ALMADAIN Hotel,شركة زهرة المدائن الفندقية شركة شخص واحد,Makkah,10007791,1-Star,Active,239395
330,Romance Elite Hotel Company,شركة رومانس ايليت الفندقية,Makkah,10007790,1-Star,Active,252055
331,Saja Hotel Services Company,شركة سجى للخدمات الفندقيه,Makkah,10008164,3-Star,Active,199041
332,MEEZAB ALDYAFAH 3 HOTEL,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10007789,1-Star,Active,289175
333,Shaza Al Musk Hotel,فندق شذا المسك الفندقية,Makkah,10007787,1-Star,Active,244499
334,Najmat Rahaf Hotel,فندق نجمة رهف الفندقية,Makkah,10007804,1-Star,Active,299787
335,Zad Al-Mashaer Hotel Operations Establishment,فندق السكرية للضيافة السياحي,Makkah,10007806,1-Star,Active,221135
336,Durrat Al Salah Hotel for Tourist Accommodation,فندق درة الصلاح للايواء السياحي,Makkah,10007803,1-Star,Active,234481
337,Dafla Hotel for Hospatality and Tourism,فندق دفلى للضيافة السياحي,Makkah,10007802,3-Star,Active,289695
338,abraj almisk hotel,شركة واحة المسك للخدمات الفندقية,Makkah,10007814,1-Star,Active,271517
339,Wardat Quraish Hostel,نزل وردة قريش للايواء السياحي,Makkah,10007769,Unclassified/Other,Active,220066
340,Nadwat Quraish Hostel,نزل ندوة قريش للايواء السياحي,Makkah,10007882,Unclassified/Other,Active,219925
341,SEDRAT ALMAHBAS HOTEL SERVICES CO,شركة سدرة المحبس للخدمات الفندقيه غير ربحية خاصة,Makkah,10007813,1-Star,Active,254108
342,Hotel RAWHA MOKAM For Hotel Services,فندق روحة المقام للخدمات الفندقيه,Makkah,10007811,3-Star,Active,218285
343,Burhan Al Huda Hotel,شركة برهان الهدى للايواء السياحي,Makkah,10007810,3-Star,Active,252044
344,Altamor Company,شركة التامور للخدمات الفندقيه شخص واحد,Makkah,10007809,1-Star,Active,258835
345,Sadan Alwataniyah Hotel,فندق سدن الوطنية,Makkah,10007825,1-Star,Active,243067
346,Mashaer Wings Limited Company,شركة اجنحة المشاعر المحدودة,Makkah,10007816,1-Star,Active,240123
347,Alaa Al Bait Hotel,فندق آلاء البيت للضيافة السياحي,Makkah,10007829,1-Star,Active,271437
348,Meezab ALDYAFAH 2 Hotel,شركة ميزاب الفندقية شركة شخص واحد,Makkah,10007828,1-Star,Active,286604
349,Durrat AlYasser Hotel,فندق درة الياسر الفندقية,Makkah,10007836,1-Star,Active,239460
350,Mahd Al-Risalah Hotel Company,شركة مهد الرسالة الفندقية,Makkah,10007857,1-Star,Active,237751
351,alolayan golden hotel,فندق العليان الذهبي الفندقية,Makkah,10002406,3-Star,Active,219160
352,Almas ALmaghreb Hotel,فندق ألماس المغرب العربي للضيافة السياحي,Makkah,10007853,1-Star,Active,288295
353,shata alaziziah,شركة شتاء العزيزية للخدمات الفندقيه,Makkah,10007851,1-Star,Active,244321
354,DIAFAT ALTALAAYIE FOR SERVED APARTMENTS,شركة ضيافة الطلائع للشقق المخدومة,Makkah,10007849,2-Star,Active,218327
355,Snood Al Marwa Hotel,شركة سنود المروة للضيافة السياحي,Makkah,10007848,1-Star,Active,255155
356,Durrat Rose Hotel,فندق درة روز الفندقية,Makkah,10007847,1-Star,Active,218976
357,Razana Hotel Company (ALHAFAER,شركة رزانه الفندقية,Makkah,10007846,1-Star,Active,239202
358,Jawharat Al Bayan Hotel,شركة فندق جوهرة البيان الفندقية,Makkah,10007845,1-Star,Active,289855
359,Shumukh Almaqam Hotel,فندق شموخ المقام للضيافة السياحي,Makkah,10007843,1-Star,Active,228003
360,Diyar Al Khalidiya Hotel Services Company,شركة ديار الخالدية للخدمات الفندقيه,Makkah,10007838,Unclassified/Other,Active,218947
361,KONOOZ AJYAD HOTEL,شركة فندق كنوز أجياد,Makkah,10007881,1-Star,Active,218094
362,ZEWAR ALMASHAER RAFAH HOTEL,فندق زوار المشاعر رفاه للضيافة السياحي,Makkah,10007869,1-Star,Active,230820
363,BAKKAH ROYAL HOTEL,فندق بكة رويال الفندقية,Makkah,10007868,1-Star,Active,221023
364,HOTEL DYAFET ALMAQAM,شركة ضيافة المقام الفندقية,Makkah,10007867,1-Star,Active,289957
365,Makarem Mina Hotel,فندق مكارم منى,Makkah,10007860,2-Star,Active,217520
366,Manazel Al Ain Grand Hotel Company,شركة فندق منازل العين جراند,Makkah,10007890,1-Star,Active,298355
367,jawhart alsafa,فندق شركة جوهرة الصفا للخدمات الفندقية,Makkah,10007888,1-Star,Active,221015
368,Al khulafa Almasy Hotel,فندق الخلفاء الماسي الفندقية,Makkah,10007797,1-Star,Active,221957
369,nuzha square hotel,فندق ميدان النزهة الفندقية,Makkah,10008328,1-Star,Active,213848
