Hotel Name (English),Hotel Name (Arabic),City,License Number,Classification,Status,Hotel ID
JAWHARET AL MAHABA HOTEL,فندق جوهرة المحبة الفندقية,Makkah,10009764,1-Star,Active,259356
Al Naseem Al Sahla Hotel for Hotel Services,فندق النسيم السهلة للخدمات الفندقيه,Makkah,10009759,1-Star,Active,244437
Al azhar Almasi Hotel,فندق الازهر الماسي الفندقية,Makkah,10009758,1-Star,Active,218578
Salah Tower Hotel,فندق برج صلاح,Makkah,10009757,1-Star,Active,259335
ATYAF alkhayr almasiya,شركة أطياف الخير الماسية,Makkah,10009708,1-Star,Active,221918
Hotel AALI AL-HAJJAZ Hotel,فندق أعالي الحجاز الفندقية,Makkah,10009692,1-Star,Active,221014
Anwar Al-Mask Hotel Services Company,شركة انوار المسك للخدمات الفندقية,Makkah,10009691,1-Star,Active,239335
Al Yasmine Pioneer Property Management Company is,شركة الياسمين الرائدة لادارة الأملاك شركة شخص واحد,Makkah,10009746,1-Star,Active,288675
"Rehab Al Maqam Hotel Services Company, one person",شركة رحاب المقام للخدمات الفندقيه شخص واحد,Makkah,10009744,1-Star,Active,237078
Rawabi Al Shorouk Hotel,فندق روابى الشروق الفندقية,Makkah,10009740,1-Star,Active,244597
alanwar almohammadyah,شركة رحاب البركة المحدودة,Makkah,10009088,1-Star,Active,254521
Mathaba Al Tayseer Hotel for Hotel Services,فندق مثابة التيسير للخدمات الفندقيه,Makkah,10009429,1-Star,Active,242823
sama alshaair hotels operation company,شركة سما الشعائر لتشغيل الفنادق,Makkah,10009424,1-Star,Active,239399
Mohammed Bin Faleh AlJabri Hotel Company,شركة محمد بن فالح الجابرى الفندقية,Makkah,10009423,1-Star,Active,250237
Hotel MSAKEN AL-HAJJAZ AL-DHAHBIA,فندق مساكن الحجاز الذهبية الفندقية,Makkah,10009419,1-Star,Active,254
JAEHART ALSHURUQ HOTEL,فندق جوهرة الشروق الفندقية,Makkah,10009410,1-Star,Active,274203
Silver Tulip Hotel,فندق التولب الفضي للخدمات الفندقية,Makkah,10009409,1-Star,Active,241157
Kyan Al Dana Hotel,فندق كيان الدانه الفندقية,Makkah,10009407,1-Star,Active,221003
Tara Company Hotel,شركة تارا,Makkah,10008955,1-Star,Active,105309
Al Hijaz Oasis Hotel for Hotel Services,فندق واحة الحجاز للخدمات الفندقيه,Makkah,10009403,1-Star,Active,254522
Almasah AlMashair Hotel Operation Company,شركة الماسة المشاعر لتشغيل الفنادق,Makkah,10009402,1-Star,Active,255135
"Adwaa Manazel Al-Karam Hotel Services Company, one",شركة أضواء منازل الكرام للخدمات الفندقيه شخص واحد,Makkah,10009399,1-Star,Active,271461
Aknan Al Safa Hotel Company,شركة اكنان الصفا الفندقية,Makkah,10009393,1-Star,Active,219583
afaaq almeouaya Hotel for Tourism Hospitality,فندق افاق المئوية للضيافة السياحي,Makkah,10009392,1-Star,Active,222055
Atheer Al-Mashaer Distinguished Company is a one-p,شركة أثير المشاعر المتميزة التجارية شركة شخص واحد,Makkah,10008950,1-Star,Active,246596
Jawharat Al-Hijrah Hotel,فندق جوهرة الهجرة الفندقية,Makkah,10009390,1-Star,Active,220260
Ayman Al-Hijrah Hotel,فندق أيمن الهجرة الفندقية,Makkah,10008910,1-Star,Active,219058
Anwar Al-Salah Company Limited,شركة انوار الصلاح المحدودة شخص واحد,Makkah,10009260,1-Star,Active,220159
MASAR ALMISK HOTEL,شركة واحة المسك للخدمات الفندقية,Makkah,10009259,1-Star,Active,222726
manazel altalaayie hotel,شركة منازل الطلائع للشقق المخدومة,Makkah,10009255,2-Star,Active,255056
MIRA AJYAD HOTEL,فندق ميره أجياد الفندقية,Makkah,10009254,1-Star,Active,218529
Rawad Asfour Hotel for Hotel Services,فندق رواد عصفور للخدمات الفندقيه,Makkah,10009027,1-Star,Active,271677
ELAF AL MAQAM HOTEL COMP,شركة ايلاف المقام الفندقية شركة شخص واحد,Makkah,10009245,2-Star,Active,241119
Nader Al-Mahabbah Hotel,فندق نادر المحبة الفندقية,Makkah,10009023,1-Star,Active,239397
HUSEIN GABORY,حسين احمد عمر قبورى,Makkah,10009239,1-Star,Active,255017
Wadi AlJaryan Hotel Company,شركة وادي الجريان الفندقية,Makkah,10009237,1-Star,Active,289635
Shada Aseel Hotel,فندق شدا اصيل الفندقية,Makkah,10009230,1-Star,Active,221012
Refaq Hotels Company,شركة رفاق الفندقية,Makkah,10008922,1-Star,Active,218348
Louloua Badiyat Hotel Company,شركة فندق لؤلؤة البدائع الفندقية,Makkah,10008914,1-Star,Active,288795
Manarat AlMask Hotel Company,شركة منارة المسك الفندقية,Makkah,10008913,1-Star,Active,240122
Company PRADAIS LAND AL-FANDAQUI AL-ALAMIYYA,شركة برادايس لاند الفندقية العالمية المحدودة,Makkah,10009388,1-Star,Active,240119
al rifaa al omrani company ltd,شركة فيفيان للخدمات الفندقية,Makkah,10009387,1-Star,Active,218425
sama almisk,شركة سما المسك الفندقية شركة شخص واحد,Makkah,10009381,1-Star,Active,222015
Nasmat Makkah Hotel,فندق نسمات مكة,Makkah,10008857,2-Star,Active,222058
TOHFAT ALRAWDA HOTEL,فندق تحفة الروضة الفندقية,Makkah,10008856,1-Star,Active,258858
Turkish Hotel Khaled Bin Hussein Al Sharif Hotel,فندق تركي خالد بن حسين الشريف الفندقية,Makkah,10008855,1-Star,Active,239475
Rawaa Al Saada Hotel for TourismHospitality,فندق رواء السعادة للضيافة السياحي,Makkah,10009372,1-Star,Active,254516
MIRA NAFAQ HOTEL,فندق ميرة النفق للضيافة السياحي,Makkah,10009370,1-Star,Active,218442
ARFALON HOTEL,فندق أرفلون المصافي للضيافة السياحي,Makkah,10008849,1-Star,Active,241189
Barakat Al-Hajla Hotel,فندق بركة الهجلة الفندقية,Makkah,10009360,1-Star,Active,219152
zuaar albirkih hotel,فندق زوار البركة,Makkah,10009355,1-Star,Active,239358
Al-Raghaeb Hotel Company,شركة الرغائب الفندقية,Makkah,10009346,1-Star,Active,271439
TARA ALZAHABI HOTEL,شركة تارا الذهبي,Makkah,10009335,1-Star,Active,217993
Al Fath Homes Hotel Group,مجموعة فندق منازل الفتح الفندقية,Makkah,10009330,1-Star,Active,230646
alresala alzhabi hotel,فندق الرسالة الذهبي الفندقية,Makkah,10008945,1-Star,Active,244334
WAHDAT ALRAYYAD ATHNIN for serviced apartments,شقق وحدات الرياض اثنين للشقق المخدومة,Makkah,10009070,Code 27,Active,294236
Pearl of the People Hotel,فندق لؤلؤة الشعب الفندقية,Makkah,10008942,1-Star,Active,254536
Ajyad Pearl Hotel for Tourist Accommodation,فندق لؤلؤة اجياد للايواء السياحي,Makkah,10008935,1-Star,Active,239236
Nassmat aljoury hotel,فندق نسمة الجوري,Makkah,10009063,1-Star,Active,241138
Zad Al Qimah Hotel,مؤسسة زاد القمه لإدارة مرافق الضيافة السياحية,Makkah,10009057,1-Star,Active,250238
Zad Al Rehab Hotel for Hotel Services,فندق زاد الرحاب للخدمات الفندقيه,Makkah,10008934,1-Star,Active,239457
Diyar Al Taqwa Hotel Operation Company,شركة ديار التقوى لتشغيل الفنادق  ذات مسئولية محدودة,Makkah,10009048,1-Star,Active,301775
Abdul Ahad Tuniaz Eid Saleh,عبدالاحد تونياز عيد صالح,Makkah,10009046,1-Star,Active,242811
AlAsala and AlRiyah Serviced Apartments,شركة الاصالة و الريادة للشقق المخدومة,Makkah,10009043,2-Star,Active,271615
"The wokf of Hassan bin Muhammad, Sheikh of Jamal",وقف حسن بن محمد شيخ جمل الليل,Makkah,10009037,1-Star,Active,239365
el Hadara Al Rawafed,فندق روافد الحضارة للضيافة السياحي,Makkah,10009036,1-Star,Active,218868
luluah aliman hotel,شركة فندق لؤلؤة الايمان الفندقية,Makkah,10008456,1-Star,Active,219603
modon alkhair company,شركة مدن الخير الفندقية شركة شخص واحد,Makkah,10009653,1-Star,Active,223283
Medyaf Alafaneen Hotel,فندق مضياف الافانين الفندقية,Makkah,10009651,1-Star,Active,271816
mohammadi makan,مؤسسة محمدي مكان الفندقية,Makkah,10009216,1-Star,Active,253965
garwal Hospitaility Hotel,فندق ضيافة جرول الفندقية,Makkah,10009208,1-Star,Active,244324
sharikat shams rizidinsiz almahduda,شركة شمس ريزيدنسز المحدودة,Makkah,10009207,1-Star,Active,257671
Altalayie hotel company,شركة الطلائع الفندقية,Makkah,10009204,1-Star,Active,235
GRAND ALSHAHBAA HOTELE,فندق جراند الشهباء الفندقية,Makkah,10009202,1-Star,Active,259457
Safwa Ajyad Hotel,فندق صفوة أجياد الفندقية,Makkah,10009019,1-Star,Active,219706
LALOUA ALANOUD HOTEL,فندق لؤلؤة العنود الفندقية,Makkah,10009197,1-Star,Active,220443
Mayar moyassar,فندق ميار ميسر الفندقية,Makkah,10009196,1-Star,Active,239398
"Atheer Al-Mashaer Al-Mumtaza Trading"" is a sole pr",شركة أثير المشاعر المتميزة التجارية شركة شخص واحد,Makkah,10009194,1-Star,Active,289696
Maysan Almultaqa Hotel,مجموعة ميسان الدولية,Makkah,10009193,1-Star,Active,230665
Company Maysan Almultazam Hotel,شركة ميسان الملتزم الفندقية شخص واحد,Makkah,10009192,1-Star,Active,219106
saqr hotel,فندق صقر الفندقية,Makkah,10009012,1-Star,Active,221985
Manasek Al-Bayt Hotel for Tourist Accommodation,فندق مناسك البيت للايواء السياحي,Makkah,10009008,1-Star,Active,239362
jawhrat thakher company,شركة جوهرة ذاخر الفندقية,Makkah,10009181,1-Star,Active,239366
MASHRAB RIWA,شركة مشرب رواء,Makkah,10009180,1-Star,Active,286611
Lima Al Taj Hotel,فندق ليمة التاج الفندقية,Makkah,10009179,1-Star,Active,254855
RAFDEN AJYAD HOTEL,فندق الرافدين اجياد الفندقية,Makkah,10009177,1-Star,Active,221057
Ghalib Tours Travel and Tourism Company,شركة غالب تورز للسفر و السياحة,Makkah,10009176,1-Star,Active,223523
RAWAEH AL-MISK WAHID Hotel,فندق روائح المسك واحد الفندقية,Makkah,10009173,1-Star,Active,230771
Lavi Park Hotel category,مؤسسة فندق لافي بارك الفندقية,Makkah,10009006,1-Star,Active,244398
Atheer Al Mashaer Hotel for Tourism Hospitality,فندق أثير المشاعر للضيافة السياحي,Makkah,10009171,1-Star,Active,250217
ruba alhijaz hotel,شركة ربا الحجاز الفندقية,Makkah,10009170,1-Star,Active,254597
Abdullah ali alaql,مؤسسة عبدالله علي عبدالرحمن العقل الفندقية,Makkah,10009168,1-Star,Active,289815
Zad Al Rahma Hotel,فندق زاد الرحمة الفندقية,Makkah,10009162,1-Star,Active,227678
Saif Plus Hotel,فندق سيف بلص الفندقية,Makkah,10009154,1-Star,Active,235543
ALHEDYA ALKUBRA HOTEL,فندق الهداية الكبرى الفندقية,Makkah,10009001,1-Star,Active,244296
Zahrat Al Khaimah Hotel,فندق زهرة الخيمة الفندقية,Makkah,10009151,1-Star,Active,220773
Company RAFAQ AL ALIYYA Hotel,شركة رفاق العالية الفندقية,Makkah,10008994,1-Star,Active,271660
Jada Ajiad Hotel,فندق جادة أجياد الفندقية,Makkah,10009145,1-Star,Active,213861
ALHEDYA ALKUBRA HOTEL,فندق الهداية الكبرى الفندقية,Makkah,10009144,1-Star,Active,243065
company maysan almaqam hotel,شركة ميسان المقام الفندقية شخص واحد,Makkah,10009142,3-Star,Active,219395
Awtaad United Company for Hotel Operation,شركة اوتاد المتحدة لتشغيل الفنادق,Makkah,10009141,1-Star,Active,253988
Safwat Almiead Hotel,فندق صفوة الميعاد للايواء السياحي,Makkah,10009138,1-Star,Active,254699
Nawara Al Shams Hotel,فندق نوارة شمس الفندقية,Makkah,10009134,1-Star,Active,218007
Abyat AlNassem Hotel,فندق أبيات النسيم الفندقية,Makkah,10009129,1-Star,Active,219368
Al Qimma  Atlas Hotel,فندق القمة أطلس,Makkah,10009123,1-Star,Active,259378
Gena al beat Hotel,فندق جنى البيت الفندقية,Makkah,10009119,1-Star,Active,219397
VIVIAN HOTEL,شركة فيفيان للخدمات الفندقية,Makkah,10008985,1-Star,Active,289395
Modern Sands Hotel Services Company,شركة الرمال الحديثة للخدمات الفندقيه,Makkah,10008983,1-Star,Active,244316
Zad Ajyad Hotel,مؤسسة زاد أجياد لتشغيل الفنادق,Makkah,10009114,1-Star,Active,248538
Jalal Distinguished Hotel Company,شركة جلال المتميزة الفندقية,Makkah,10009110,1-Star,Active,254517
awtad almasi hotel,شركة أوتاد الماسي للخدمات الفندقيه,Makkah,10009105,2-Star,Active,218768
NUR ALNASSEM Hotel,فندق نور النسيم الفندقية,Makkah,10009104,1-Star,Active,213862
ALWAHA ALMASYAH HOTEL,فندق الواحة الماسية للضيافة السياحي,Makkah,10009103,1-Star,Active,244395
Sadana Al Baraka Hotel,فندق سدانة البركة الفندقية,Makkah,10008976,Unclassified/Other,Active,239822
DURRAT ALAJABA HOTEL COMPANY,شركة درة الإجابة الفندقية شخص واحد,Makkah,10008965,1-Star,Active,230705
Tara Ajyad Hotel,فندق تارا اجياد,Makkah,10009092,1-Star,Active,218219
Emaar Al Khair Golden Hotel for Tourism Hospitalit,فندق اعمار الخير الذهبي للضيافة السياحي,Makkah,10009091,1-Star,Active,241162
Hotel NOUZHA ELMUSTAGIN Hotel,فندق نزهة المشتاقين الفندقية,Makkah,10009441,1-Star,Active,288336
jawharat albait hotel,فندق جوهرة البيت,Makkah,10008570,2-Star,Active,221917
Tharawat Al-andlusia,فندق ثروات الاندلسية للخدمات الفندقيه,Makkah,10008567,1-Star,Active,258915
Cordoba Aziziya Hotel,فندق قرطبة العزيزية الفندقية,Makkah,10008800,1-Star,Active,219844
RAMADA Zad AlTayseer,شركة رمادا زاد التيسير الفندقية,Makkah,10008550,3-Star,Active,246527
